,Unnamed: 0,mukey,OBJECTID_1,tk0_5a,tk5_20a,tk20_50a,tk50_100a,tk100_150a,tk150_999a,tk0_20a,tk0_30a,tk0_100a,tk0_150a,tk0_999a,musumcpcta,soc0_5,soc5_20,soc20_50,soc50_100,soc100_150,soc150_999,soc0_20,soc0_30,soc0_100,soc0_150,soc0_999,tk0_5s,tk5_20s,tk20_50s,tk50_100s,tk100_150s,tk150_999s,tk0_20s,tk0_30s,tk0_100s,tk0_150s,tk0_999s,musumcpcts,nccpi2cs,nccpi2sg,nccpi2co,nccpi2all,pctearthmc,rootznemc,rootznaws,droughty,pwsl1pomu,musumcpct
8098,8098,409290,55849,5.0,15.0,30.0,50.0,50.0,30.1499996,20.0,30.0,100.0,150.0,180.1499939,100,1903.8499756,5711.5498047,11423.0996094,18887.6992188,12220.8300781,3789.3999023,7615.3999023,11423.0996094,37926.1992188,50147.03125,53936.4296875,5.0,15.0,30.0,50.0,50.0,30.1499996,20.0,30.0,100.0,150.0,180.1499939,100,0.95,0.64,0.0,0.95,95,150,340.0,0,5,100
8099,8099,409291,55877,5.0,15.0,30.0,50.0,50.0,48.7999992,20.0,30.0,100.0,150.0,198.8000031,100,1211.1700439,3288.0800781,1996.0500488,2707.1699219,2129.9599609,1444.8800049,4499.25,5194.4199219,9202.4697266,11332.4199219,12777.2998047,5.0,15.0,30.0,50.0,50.0,48.7999992,20.0,30.0,100.0,150.0,198.8000031,100,0.92,0.63,0.0,0.92,85,150,330.0,0,10,100
8100,8100,409292,55807,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1480.9899902,4442.9799805,4315.8901367,3384.75,2707.8000488,45.1300011,5923.9702148,8885.9501953,13624.6103516,16332.4101563,16377.5400391,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.69,0.53,0.0,0.69,100,150,,0,100,100
8101,8101,409293,55808,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1142.4799805,3427.4399414,3638.8601074,3384.75,2707.8000488,45.1300011,4569.9199219,6854.8798828,11593.5302734,14301.3398438,14346.4697266,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.58,0.41,0.0,0.58,100,150,234.0,0,100,100
8102,8102,409294,55809,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1142.4799805,3427.4399414,3638.8601074,3384.75,2707.8000488,45.1300011,4569.9199219,6854.8798828,11593.5302734,14301.3398438,14346.4697266,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.55,0.39,0.0,0.55,100,150,234.0,0,100,100
8103,8103,409295,55925,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,2272.7299805,6818.1899414,13616.5400391,12700.2001953,6579.3798828,88.2200012,9090.9199219,13636.3798828,35407.671875,41987.0390625,42075.2617188,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.7,0.29,0.0,0.7,95,150,247.0,0,100,100
8104,8104,409296,55903,5.0,15.0,30.0,50.0,50.0,30.3999996,20.0,30.0,100.0,150.0,180.3999939,100,1123.9799805,3334.1101074,2102.9199219,2277.1799316,1311.2800293,653.0800171,4458.0898438,5581.3999023,8838.1796875,10149.4599609,10802.5400391,5.0,15.0,30.0,50.0,50.0,30.3999996,20.0,30.0,100.0,150.0,180.3999939,100,0.69,0.47,0.0,0.69,90,150,255.0,0,0,100
8105,8105,409297,55902,5.0,15.0,30.0,50.0,50.0,31.4500008,20.0,30.0,100.0,150.0,181.4499969,100,1126.6099854,3379.8200684,2104.8701172,2225.4699707,1213.7199707,670.9500122,4506.4301758,5652.3598633,8836.7695313,10050.4902344,10721.4404297,5.0,15.0,30.0,50.0,50.0,31.4500008,20.0,30.0,100.0,150.0,181.4499969,100,0.65,0.44,0.0,0.65,95,150,255.0,0,0,100
8106,8106,409298,55844,5.0,15.0,30.0,50.0,50.0,8.75,20.0,30.0,100.0,150.0,158.75,100,1507.7099609,4523.1298828,6932.1601563,6155.3100586,4752.0097656,845.4099731,6030.8398438,9228.9599609,19118.3105469,23870.3203125,24715.7304688,5.0,15.0,30.0,50.0,50.0,8.75,20.0,30.0,100.0,150.0,158.75,100,0.91,0.62,0.0,0.91,90,150,287.0,0,100,100
8107,8107,409299,55910,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1959.1700439,5773.5800781,11131.4003906,18552.3398438,11043.4404297,429.2200012,7732.75,11443.2099609,37416.4882813,48459.9296875,48889.1484375,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.95,0.59,0.0,0.95,95,150,233.0,0,5,100
8108,8108,409300,55881,5.0,15.0,30.0,50.0,50.0,14.3500004,20.0,30.0,100.0,150.0,164.3500061,100,1385.1700439,4155.5,8218.7802734,11472.3701172,8925.4003906,1808.2199707,5540.6699219,8287.5097656,25231.8203125,34157.21875,35965.4414063,5.0,15.0,30.0,50.0,50.0,14.3500004,20.0,30.0,100.0,150.0,164.3500061,100,0.94,0.72,0.0,0.94,95,150,296.0,0,0,100
8109,8109,409301,55882,5.0,15.0,30.0,50.0,50.0,13.0500002,20.0,30.0,100.0,150.0,163.0500031,100,1339.8599854,4019.5700684,7683.4101563,10427.7402344,8109.1298828,1622.8900146,5359.4301758,7988.8701172,23470.5800781,31579.7109375,33202.6015625,5.0,15.0,30.0,50.0,50.0,13.0500002,20.0,30.0,100.0,150.0,163.0500031,100,0.94,0.71,0.0,0.94,85,150,296.0,0,0,100
8110,8110,409302,55911,5.0,15.0,30.0,50.0,50.0,6.8000002,20.0,30.0,100.0,150.0,156.8000031,100,1550.7800293,4647.2797852,6698.3500977,2412.5200195,2155.8200684,206.8399963,6198.0498047,8726.0595703,15308.9296875,17464.7597656,17671.5996094,5.0,15.0,30.0,50.0,50.0,6.8000002,20.0,30.0,100.0,150.0,156.8000031,100,0.83,0.58,0.0,0.83,90,150,285.0,0,95,100
8111,8111,409303,55866,5.0,15.0,30.0,50.0,50.0,47.5999985,20.0,30.0,100.0,150.0,197.6000061,100,1433.7600098,4205.4101563,6349.0698242,5799.4799805,3358.2299805,1476.75,5639.1699219,7999.9101563,17787.7109375,21145.9492188,22622.6992188,5.0,15.0,30.0,50.0,50.0,47.5999985,20.0,30.0,100.0,150.0,197.6000061,100,0.84,0.62,0.0,0.84,95,150,291.0,0,5,100
8112,8112,409304,55867,5.0,15.0,30.0,50.0,50.0,47.75,20.0,30.0,100.0,150.0,197.75,100,1457.7600098,4282.4399414,6360.1201172,5793.5898438,3480.6398926,1477.3299561,5740.2001953,8119.3598633,17893.9101563,21374.5507813,22851.8808594,5.0,15.0,30.0,50.0,50.0,47.75,20.0,30.0,100.0,150.0,197.75,100,0.83,0.61,0.0,0.83,90,150,291.0,0,5,100
8113,8113,409305,55884,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,1411.6500244,4051.9199219,5209.9101563,4311.3398438,2151.5100098,1099.6099854,5463.5698242,7371.7700195,14984.8203125,17136.3300781,18235.9394531,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.84,0.61,0.0,0.84,95,150,284.0,0,0,100
8114,8114,409306,55885,5.0,15.0,30.0,50.0,50.0,49.0,20.0,30.0,100.0,150.0,199.0,100,1385.4000244,3987.6000977,5036.3598633,3994.8200684,2014.5999756,1050.0799561,5373.0,7227.8398438,14404.1904297,16418.7890625,17468.8691406,5.0,15.0,30.0,50.0,50.0,49.0,20.0,30.0,100.0,150.0,199.0,100,0.8,0.59,0.0,0.8,90,150,284.0,0,5,100
8115,8115,409307,55886,5.0,15.0,30.0,50.0,50.0,49.0,20.0,30.0,100.0,150.0,199.0,100,930.1699829,2790.5300293,3109.5500488,2684.9099121,1627.7800293,950.6300049,3720.6999512,4838.2202148,9515.1601563,11142.9404297,12093.5703125,5.0,15.0,30.0,50.0,50.0,49.0,20.0,30.0,100.0,150.0,199.0,100,0.7,0.44,0.0,0.7,90,150,,0,5,100
8116,8116,409308,55888,5.0,15.0,30.0,50.0,50.0,47.5,20.0,30.0,100.0,150.0,197.5,100,1278.7299805,3827.5,6255.5,5407.3598633,5270.2001953,1380.0300293,5106.2299805,7575.2202148,16769.0898438,22039.2792969,23419.3203125,5.0,15.0,30.0,50.0,50.0,47.5,20.0,30.0,100.0,150.0,197.5,100,0.74,0.56,0.0,0.74,85,150,298.0,0,5,100
8117,8117,409309,55887,5.0,15.0,30.0,50.0,50.0,50.2999992,20.0,30.0,100.0,150.0,200.3000031,100,937.3900146,2812.1699219,3016.2299805,2598.5800781,1599.8199463,987.6199951,3749.5600586,4835.4902344,9364.3701172,10964.1796875,11951.7998047,5.0,15.0,30.0,50.0,50.0,50.2999992,20.0,30.0,100.0,150.0,200.3000031,100,0.67,0.42,0.0,0.67,85,150,278.0,0,0,100
8118,8118,409310,55828,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1049.5400391,3148.6201172,6207.7797852,2773.7800293,1026.1500244,41.0499992,4198.1601563,6297.2402344,13179.7197266,14205.8701172,14246.9199219,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.66,0.51,0.0,0.66,95,150,,1,0,100
8119,8119,409311,55805,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,448.0499878,1312.2099609,1075.5699463,1273.8299561,1167.5500488,367.5499878,1760.2600098,2200.2800293,4109.6601563,5277.2099609,5644.7597656,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,0.37,0.31,0.0,0.37,80,150,183.0,0,0,100
8120,8120,409312,55806,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,448.0499878,1344.1500244,1100.8800049,1177.4000244,1134.5100098,367.5499878,1792.1999512,2296.0900879,4070.4799805,5204.9799805,5572.5297852,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,0.36,0.3,0.0,0.36,80,150,183.0,0,0,100
8121,8121,409313,55804,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,448.0499878,1302.5699463,1117.3900146,1178.8699951,1136.6400146,367.5499878,1750.6199951,2271.0300293,4046.8898926,5183.5200195,5551.0698242,5.0,15.0,30.0,50.0,50.0,17.2999992,20.0,30.0,100.0,150.0,167.3000031,100,0.34,0.28,0.0,0.34,80,150,183.0,0,0,100
8122,8122,409314,55872,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,951.1699829,2087.3601074,650.6799927,1015.8900146,1015.8900146,833.0300293,3038.5300293,3262.9099121,4705.1098633,5721.0,6554.0400391,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,0.48,0.44,0.0,0.48,95,150,,0,0,100
8123,8123,409315,55870,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,951.1699829,2087.3601074,650.6799927,1015.8900146,1015.8900146,833.0300293,3038.5300293,3262.9099121,4705.1098633,5721.0,6554.0400391,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,0.46,0.41,0.0,0.46,95,150,199.0,0,0,100
8124,8124,409316,55871,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,951.1699829,2087.3601074,650.6799927,1015.8900146,1015.8900146,833.0300293,3038.5300293,3262.9099121,4705.1098633,5721.0,6554.0400391,5.0,15.0,29.2999992,47.5,47.5,38.9500008,20.0,30.0,96.8000031,144.3000031,183.25,100,0.37,0.26,0.0,0.37,95,150,199.0,0,0,100
8125,8125,409317,55879,5.0,15.0,30.0,50.0,50.0,32.5999985,20.0,30.0,100.0,150.0,182.6000061,100,1050.1500244,2855.9199219,1882.8199463,2505.8500977,1968.1800537,622.9500122,3906.0700684,4533.6801758,8294.7402344,10262.9199219,10885.8798828,5.0,15.0,30.0,50.0,50.0,32.5999985,20.0,30.0,100.0,150.0,182.6000061,100,0.67,0.24,0.0,0.67,90,150,312.0,0,10,100
8126,8126,409319,55838,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,1497.7299805,4148.1601563,2271.1201172,2222.8898926,1226.4699707,1074.8800049,5645.8901367,6800.9599609,10139.9101563,11366.3798828,12441.2695313,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.75,0.56,0.0,0.75,90,150,258.0,0,100,100
8127,8127,409320,55836,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,1243.0600586,3713.8898926,4101.7700195,2138.3200684,1479.1800537,1479.8699951,4956.9399414,7274.2700195,11197.0302734,12676.2099609,14156.0800781,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.78,0.54,0.0,0.78,90,150,237.0,0,10,100
8128,8128,409321,55837,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,1132.9899902,3395.0400391,2586.25,2534.9799805,1539.5899658,1432.8800049,4528.0297852,5612.5898438,9649.25,11188.8398438,12621.7099609,5.0,15.0,30.0,50.0,50.0,50.0,20.0,30.0,100.0,150.0,200.0,100,0.77,0.51,0.0,0.77,80,150,226.0,0,15,100
8129,8129,409322,55904,5.0,15.0,22.0699997,6.5,6.5,2.8099999,20.0,30.0,48.5699997,55.0699997,57.8800011,100,918.8599854,2747.6599121,712.3699951,236.5099945,198.5800018,92.3499985,3666.5200195,4262.1298828,4615.4101563,4813.9799805,4906.3398438,5.0,15.0,6.77,6.5,6.5,2.8099999,20.0,24.0499992,33.2700005,39.7700005,42.5800018,100,0.07,0.06,0.0,0.07,85,30,46.0,1,0,100
8130,8130,409323,55905,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,551.2700195,1653.8000488,1245.7299805,1056.0400391,1056.0400391,1146.6899414,2205.0700684,2756.3300781,4506.8398438,5562.8701172,6709.5698242,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,0.43,0.34,0.0,0.43,100,150,,1,0,100
8131,8131,409324,55790,5.0,15.0,30.0,50.0,50.0,30.8299999,20.0,30.0,100.0,150.0,180.8300018,100,1538.9699707,4616.9199219,7892.5800781,7484.5,6576.5297852,2555.1999512,6155.8901367,9233.8300781,21532.9707031,28109.5,30664.6992188,5.0,15.0,30.0,50.0,50.0,30.8299999,20.0,30.0,100.0,150.0,180.8300018,100,0.98,0.54,0.0,0.98,85,150,323.0,0,10,100
8132,8132,409325,55865,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,793.0599976,2379.1899414,1328.4499512,1794.4100342,1362.4100342,154.1499939,3172.25,3745.2900391,6295.1098633,7657.5097656,7811.6699219,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,0.58,0.43,0.0,0.58,80,124,187.0,0,5,100
8133,8133,409326,55864,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,793.0599976,2379.1899414,1328.4499512,1794.4100342,1362.4100342,154.1499939,3172.25,3745.2900391,6295.1098633,7657.5097656,7811.6699219,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,0.5,0.38,0.0,0.5,80,124,187.0,0,5,100
8134,8134,409327,55823,5.0,15.0,30.0,50.0,50.0,27.5499992,20.0,30.0,100.0,150.0,177.5500031,100,2027.2399902,6081.7299805,12163.4697266,11574.1201172,7330.3198242,2080.3400879,8108.9799805,12163.4697266,31846.5703125,39176.890625,41257.2304688,5.0,15.0,30.0,48.7000008,47.5,27.4500008,20.0,30.0,98.6999969,146.1999969,173.6499939,100,0.97,0.73,0.0,0.97,85,150,304.0,0,5,100
8135,8135,409328,55796,5.0,15.0,30.0,50.0,50.0,54.6500015,20.0,30.0,100.0,150.0,204.6499939,100,2233.2900391,6699.8701172,13399.7402344,11031.8300781,6265.1601563,3798.4899902,8933.1601563,13399.7402344,33364.7304688,39629.890625,43428.3789063,5.0,15.0,30.0,50.0,50.0,54.6500015,20.0,30.0,100.0,150.0,204.6499939,100,0.79,0.61,0.0,0.79,90,150,278.0,0,100,100
8136,8136,409329,55906,5.0,15.0,30.0,50.0,50.0,42.7999992,20.0,30.0,100.0,150.0,192.8000031,100,747.6099854,2178.9499512,1392.0200195,1698.1700439,1350.2099609,904.2399902,2926.5600586,3503.2900391,6016.75,7366.9599609,8271.2001953,5.0,15.0,30.0,50.0,50.0,42.7999992,20.0,30.0,100.0,150.0,192.8000031,100,0.46,0.34,0.0,0.46,80,150,191.0,0,0,100
8137,8137,409330,55907,5.0,15.0,30.0,50.0,50.0,42.7999992,20.0,30.0,100.0,150.0,192.8000031,100,747.6099854,2242.8200684,1442.6199951,1505.3199463,1284.1400146,904.2399902,2990.4299316,3694.8999023,5938.3798828,7222.5097656,8126.75,5.0,15.0,30.0,50.0,50.0,42.7999992,20.0,30.0,100.0,150.0,192.8000031,100,0.44,0.33,0.0,0.44,80,150,,0,0,100
8138,8138,409331,55799,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1027.0300293,3081.0800781,672.9899902,1089.2099609,1138.0999756,45.5299988,4108.1098633,4350.9301758,5870.3198242,7008.4101563,7053.9399414,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.72,0.45,0.0,0.72,95,150,228.0,0,0,100
8139,8139,409332,55797,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1027.0300293,3081.0800781,672.9899902,1089.2099609,1138.0999756,45.5299988,4108.1098633,4350.9301758,5870.3198242,7008.4101563,7053.9399414,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.68,0.42,0.0,0.68,95,150,228.0,0,0,100
8140,8140,409333,55798,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,1026.5200195,3079.5500488,643.7199707,1087.3699951,1138.7600098,45.5499992,4106.0600586,4320.6401367,5837.1499023,6975.9101563,7021.4599609,5.0,15.0,30.0,50.0,50.0,2.0,20.0,30.0,100.0,150.0,152.0,100,0.55,0.27,0.0,0.55,100,150,228.0,0,0,100
8141,8141,409334,55913,5.0,15.0,30.0,50.0,50.0,6.3200002,20.0,30.0,100.0,150.0,156.3200073,100,1427.9200439,4283.75,4417.4301758,3575.3500977,2432.7700195,279.7799988,5711.6699219,7206.8198242,13704.4404297,16137.2099609,16416.9804688,5.0,15.0,30.0,49.2200012,48.5,6.2600002,20.0,30.0,99.2200012,147.7200012,153.9799957,100,0.95,0.57,0.0,0.95,85,150,281.0,0,97,100
8142,8142,409335,55894,5.0,15.0,30.0,50.0,50.0,8.75,20.0,30.0,100.0,150.0,158.75,100,1011.8099976,3035.4299316,6070.8598633,13244.0703125,16117.9101563,1337.3900146,4047.2399902,6070.8598633,23362.1699219,39480.078125,40817.46875,5.0,15.0,30.0,50.0,50.0,8.75,20.0,30.0,100.0,150.0,158.75,100,0.89,0.65,0.0,0.89,90,150,,0,10,100
8143,8143,409336,55909,5.0,15.0,30.0,50.0,47.4500008,5.0500002,20.0,30.0,100.0,147.4499969,152.5,100,1890.3000488,5670.8999023,11252.3300781,17654.4902344,10681.5498047,768.5999756,7561.2001953,11341.7900391,36468.0195313,47149.5585938,47918.1601563,5.0,15.0,30.0,50.0,47.4500008,5.0500002,20.0,30.0,100.0,147.4499969,152.5,100,0.98,0.62,0.0,0.98,85,147,278.0,0,5,100
8144,8144,409337,55883,5.0,15.0,30.0,50.0,50.0,9.25,20.0,30.0,100.0,150.0,159.25,100,2185.8500977,6133.0600586,6669.5498047,10346.0800781,9703.8896484,1177.7399902,8318.9101563,10568.2402344,25334.5390625,35038.421875,36216.1601563,5.0,15.0,30.0,50.0,50.0,9.25,20.0,30.0,100.0,150.0,159.25,100,0.87,0.63,0.0,0.87,85,150,319.0,0,93,100
8145,8145,409338,55869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,100
8146,8146,409339,55915,5.0,15.0,30.0,50.0,50.0,53.4500008,20.0,30.0,100.0,150.0,203.4499969,100,1420.3800049,4261.1298828,6308.7099609,5404.4599609,3013.1298828,2748.8200684,5681.5097656,8522.2597656,17394.6796875,20407.8105469,23156.6308594,5.0,15.0,30.0,50.0,50.0,53.4500008,20.0,30.0,100.0,150.0,203.4499969,100,0.95,0.64,0.0,0.95,85,150,300.0,0,97,100
8147,8147,409340,55916,5.0,15.0,30.0,50.0,50.0,6.4899998,20.0,30.0,100.0,150.0,156.4900055,100,1256.0,3768.0,4980.2900391,5811.9199219,3091.0500488,760.6300049,5024.0,6873.4101563,15816.2099609,18907.2597656,19667.9003906,5.0,15.0,30.0,50.0,50.0,6.4899998,20.0,30.0,100.0,150.0,156.4900055,100,0.92,0.7,0.0,0.92,85,150,298.0,0,90,100
8148,8148,409341,55895,5.0,15.0,30.0,50.0,50.0,5.4499998,20.0,30.0,100.0,150.0,155.4499969,100,578.5499878,1612.3299561,2942.7800293,4452.2299805,3869.7600098,713.6900024,2190.8798828,3171.8000488,9585.8798828,13455.6396484,14169.3300781,5.0,15.0,30.0,50.0,50.0,5.4499998,20.0,30.0,100.0,150.0,155.4499969,100,0.0,0.0,0.0,0.0,0,0,0.0,0,10,100
8149,8149,409342,55923,5.0,15.0,30.0,50.0,50.0,51.2000008,20.0,30.0,100.0,150.0,201.1999969,100,2238.5100098,6715.5297852,13431.0595703,15897.25,11787.1503906,2982.1000977,8954.0400391,13431.0595703,38282.3515625,50069.5,53051.6015625,5.0,15.0,30.0,50.0,50.0,51.2000008,20.0,30.0,100.0,150.0,201.1999969,100,0.75,0.59,0.0,0.75,90,150,268.0,0,100,100
8150,8150,409343,55922,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,1305.0,3915.0,8835.7197266,16008.0,13566.7802734,2121.0600586,5220.0,7830.0,30063.7207031,43630.5,45751.5585938,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,0.8,0.62,0.0,0.8,100,150,326.0,0,100,100
8151,8151,409344,55924,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,2314.1999512,6942.6000977,13885.2001953,15910.5595703,12006.0,3149.3999023,9256.7998047,13885.2001953,39052.5585938,51058.5585938,54207.9609375,5.0,15.0,30.0,50.0,50.0,53.0,20.0,30.0,100.0,150.0,203.0,100,0.74,0.48,0.0,0.74,100,150,,0,100,100
8152,8152,409345,55874,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,1378.8100586,4136.4101563,4741.0097656,3193.3400879,2108.3999023,184.3300018,5515.2202148,8194.5302734,13449.5595703,15557.9599609,15742.2900391,5.0,15.0,30.0,50.0,50.0,7.0999999,20.0,30.0,100.0,150.0,157.1000061,100,0.95,0.63,0.0,0.95,90,150,295.0,0,0,100
8153,8153,409346,55875,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1314.5,3943.4899902,4511.8901367,3049.3500977,2038.7199707,116.8399963,5257.9902344,7853.4501953,12819.2304688,14857.9599609,14974.7998047,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.94,0.62,0.0,0.94,85,150,295.0,0,5,100
8154,8154,409347,55876,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1035.0799561,3105.2399902,3247.6999512,2041.6500244,1479.7099609,92.5699997,4140.3198242,6102.2700195,9429.6796875,10909.3896484,11001.9501953,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.79,0.53,0.0,0.79,85,150,295.0,0,5,100
8155,8155,409348,55840,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1148.1800537,3444.5500488,1306.6300049,2049.2099609,1696.6400146,127.8000031,4592.7299805,5064.6000977,7948.5698242,9645.2197266,9773.0195313,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.97,0.64,0.0,0.97,90,150,291.0,0,0,100
8156,8156,409349,55841,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,1148.1800537,3444.5500488,1235.4000244,2002.4499512,1727.6400146,127.8499985,4592.7299805,5012.0698242,7830.5800781,9558.2197266,9686.0703125,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.96,0.64,0.0,0.96,95,150,291.0,0,0,100
8157,8157,409350,55842,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,945.4000244,2836.1999512,1170.8399658,1951.6999512,1676.8900146,95.2200012,3781.6000977,4171.7597656,6904.1401367,8581.0302734,8676.25,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.8,0.55,0.0,0.8,95,150,291.0,0,0,100
8158,8158,409351,55843,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,945.4000244,2836.1999512,1170.8399658,1951.6999512,1676.8900146,95.2200012,3781.6000977,4171.7597656,6904.1401367,8581.0302734,8676.25,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.77,0.52,0.0,0.77,95,150,291.0,0,0,100
8159,8159,409352,55839,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,945.4000244,2836.1999512,1170.8399658,1951.6999512,1676.8900146,95.2200012,3781.6000977,4171.7597656,6904.1401367,8581.0302734,8676.25,5.0,15.0,30.0,50.0,50.0,4.5500002,20.0,30.0,100.0,150.0,154.5500031,100,0.73,0.49,0.0,0.73,95,150,291.0,0,0,100
8160,8160,409353,55802,5.0,15.0,30.0,50.0,50.0,8.8000002,20.0,30.0,100.0,150.0,158.8000031,100,524.539978,1573.6099854,2042.2800293,1302.8299561,1212.8499756,233.25,2098.1499023,2995.4899902,5443.2597656,6656.1098633,6889.3598633,5.0,15.0,30.0,50.0,50.0,8.8000002,20.0,30.0,100.0,150.0,158.8000031,100,0.5,0.43,0.0,0.5,85,150,,1,0,100
8161,8161,409354,55803,5.0,15.0,30.0,50.0,50.0,8.8000002,20.0,30.0,100.0,150.0,158.8000031,100,306.75,920.2399902,1176.0699463,1252.0799561,1162.0999756,200.6300049,1226.9899902,1708.3599854,3655.1398926,4817.2402344,5017.8701172,5.0,15.0,30.0,50.0,50.0,8.8000002,20.0,30.0,100.0,150.0,158.8000031,100,0.24,0.22,0.0,0.24,85,150,,1,0,100
